Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,GL,Globe Life Inc.,Globe Life Inc.,Financial Services,Insurance—Life,114.82,11168564224,978257984,0.011,McKinney,TX,United States,3222,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole life, term life, and other life insurance products; Medicare supplement and supplemental health insurance, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",0.006153607700723315
NMS,CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,94.76,11154105344,1451309952,-0.04,Eden Prairie,MN,United States,17652,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates in two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprise the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel ocean common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. The company also offers customs broker services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 85,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and/or marketing of fresh produce, including fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",0.0061456412089229955
NMS,REG,Regency Centers Corporation,Regency Centers Corporation,Real Estate,REIT—Retail,64.82,11140224000,822846976,-0.02,Jacksonville,FL,United States,432,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",0.00613799292543538
NMS,HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",Healthcare,Medical Distribution,81.95,11108158464,1096736000,-0.035,Melville,NY,United States,22000,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",0.0061203255936906785
NYQ,NI,NiSource Inc,NiSource Inc.,Utilities,Utilities—Regulated Gas,27.19,11042784256,1840300032,0.136,Merrillville,IN,United States,7272,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates through two segments, Gas Distribution Operations and Electric Operations. The company distributes natural gas to approximately 853,000 customers in northern Indiana, as well as approximately 2.4 million residential, commercial, and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, and Maryland. It operates approximately 54,600 miles of distribution main pipelines, as well as associated individual customer service lines; and 1,000 miles of transmission main pipelines. The company generates, transmits, and distributes electricity to approximately 483,000 customers in 20 counties in the northern part of Indiana, as well as engages in wholesale electric and transmission transactions. It owns and operates coal-fired electric generating stations with a capacity of 722 megawatts (MW) in Wheatfield and 455 MW in Michigan City; combined cycle gas turbine with a capacity of 563 MW in West Terre Haute; natural gas generating units with a capacity of 155 MW in Wheatfield; hydro generating plants with a capacity of 9 MW in Carroll County and 7 MW in White County; and wind generating units with a capacity of 102 MW and 302 MW in White County, Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",0.00608430599245017
NMS,NWS,News Corporation,News Corporation,Communication Services,Entertainment,18.47,10525424640,1362000000,-0.01,New York,NY,United States,25500,"News Corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Barron's, MarketWatch, Investor's Business Daily, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, and OPIS through various media channels, such as newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video, and podcasts. It also owns and operates daily, Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides sports, entertainment, and news services to pay-TV and streaming subscribers, and other commercial licensees through cable, satellite, and internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related advertising and services on its websites and mobile applications; online real estate services; and financial services. The company was founded in 2012 and is headquartered in New York, New York.",0.005799253406172374
NMS,NWSA,News Corporation,News Corporation,Communication Services,Entertainment,18.05,10434542592,1362000000,-0.01,New York,NY,United States,25500,"News Corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Barron's, MarketWatch, Investor's Business Daily, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, and OPIS through various media channels, such as newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video, and podcasts. It also owns and operates daily, Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides sports, entertainment, and news services to pay-TV and streaming subscribers, and other commercial licensees through cable, satellite, and internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related advertising and services on its websites and mobile applications; online real estate services; and financial services. The company was founded in 2012 and is headquartered in New York, New York.",0.0057491796044541075
NYQ,CDAY,Ceridian HCM Holding Inc.,Ceridian HCM Holding Inc.,Technology,Software—Application,66.87,10270898176,41500000,0.227,Minneapolis,MN,United States,7462,"Ceridian HCM Holding Inc., together with its subsidiaries, operates as a human capital management (HCM) software company in the United States, Canada, and internationally. It offers Dayforce, a cloud HCM platform that provides human resources (HR), payroll, benefits, workforce management, and talent management functionality; and Powerpay, a cloud HR and payroll solution for the small business market. The company also provides Bureau solutions for payroll and payroll-related services. It sells its solutions through direct sales force and third-party channels. The company was incorporated in 2013 and is headquartered in Minneapolis, Minnesota.",0.005659015504729093
NYQ,ALLE,Allegion plc,Allegion plc,Industrials,Security & Protection Services,103.86,9123561472,662899968,0.274,Dublin,,Ireland,11000,"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers door closers, controls, and exit devices; locks, locksets, portable locks, and key systems and services; electronic security products and access control systems; time, attendance, and workforce productivity systems; doors and door systems; and other accessories. The company sells its products and solutions to end-users in commercial, institutional, and residential facilities, including education, healthcare, government, hospitality, commercial office, and single and multi-family residential markets under the CISA, Interflex, LCN, Schlage, SimonsVoss, and Von Duprin brands. It sells its products and solutions through distribution and retail channels, such as specialty distribution, e-commerce, and wholesalers, as well as through various retail channels comprising do-it-yourself home improvement centers, on-line and e-commerce platforms, and small specialty showroom outlets. Allegion plc was incorporated in 2013 and is headquartered in Dublin, Ireland.",0.005026860839594501
NYQ,UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",Healthcare,Medical Care Facilities,127.28,9088734208,1653912960,0.057,King of Prussia,PA,United States,89000,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. The company operates through Acute Care Hospital Services and Behavioral Health Care Services segments. Its hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic and coronary care, pediatric services, pharmacy services, and/or behavioral health services. As of February 24, 2022, it owned and/or operated 363 inpatient facilities, and 40 outpatient and other facilities located in 39 states; Washington, D.C.; the United Kingdom; and Puerto Rico. The company also provides commercial health insurance services; and various management services, which include central purchasing, information, finance and control systems, facilities planning, physician recruitment, administrative personnel management, marketing, and public relations services. Universal Health Services, Inc. founded in 1978 and is headquartered in King of Prussia, Pennsylvania.",0.005007671862780006
NYQ,PNW,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,Utilities,Utilities—Regulated Electric,78.62,8895067136,1647113984,0.124,Phoenix,AZ,United States,5872,"Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include approximately 5,814 pole miles of overhead lines and approximately 74 miles of underground lines; and distribution facilities comprise approximately 11,258 miles of overhead lines and approximately 22,821 miles of underground primary cable, as well as owns and maintains 475 transmission and distribution substations. The company also owns or leases approximately 6,323 megawatts of regulated generation capacity. It serves approximately 1.3 million customers. Pinnacle West Capital Corporation was incorporated in 1985 and is headquartered in Phoenix, Arizona.",0.004900966008586609
NYQ,RHI,Robert Half International Inc.,Robert Half International Inc.,Industrials,Staffing & Employment Services,74.17,8047370752,1048846016,0.071,Menlo Park,CA,United States,14600,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia. The company operates through three segments: Temporary and Consultant Staffing, Permanent Placement Staffing, and Risk Consulting and Internal Audit Services. It places temporary services for accounting, finance, and bookkeeping; temporary and full-time office and administrative personnel consisting of executive and administrative assistants, receptionists, and customer service representatives; full-time accounting, financial, tax, and accounting operations personnel; and information technology contract professionals and full-time employees in the areas of platform systems integration to end-user technical and desktop support, including specialists in application development, networking and cloud, systems integration and deployment, database design and administration, and security and business continuity. The company also offers temporary and full-time employees in attorney, paralegal, legal administrative, and legal secretarial positions; and senior-level project professionals in the accounting and finance fields for financial systems conversions, expansion into new markets, business process re-engineering, business systems performance improvement, and post-merger financial consolidation. It is involved in serving professionals in the areas of creative, design, marketing, advertising, and public relations; and placing various positions, such as creative directors, graphics designers, web designers, media buyers, front end developers, copywriters, digital marketing managers, marketing analytics specialists, brand managers, and public relations specialists. The company provides internal audit, technology consulting, risk and compliance consulting, and business performance services. It serves clients and employment candidates. Robert Half International Inc. was founded in 1948 and is headquartered in Menlo Park, California.",0.004433905884130481
NYQ,PNR,Pentair plc.,Pentair plc,Industrials,Specialty Industrial Machinery,46.58,7662317056,762099968,0.089,London,,United Kingdom,11250,"Pentair plc provides various water solutions worldwide. It operates through Consumer Solutions; and Industrial & Flow Technologies segments. The Consumer Solutions segment designs, manufactures, and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, repair, renovation, service, and construction applications; and water treatment products and systems comprising pressure tanks, control valves, activated carbon products, conventional filtration products, and point-of-entry and point-of-use systems for the use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as in commercial total water management and filtration in foodservice operations. It offers its products under the Everpure, Ken's Beverage, Kreepy Krauly, Pentair Water Solutions, Pleatco, RainSoft, and Sta-Rite brands. The Industrial & Flow Technologies segment manufactures and sells fluid treatment products, such as advanced membrane filtration products, separation systems, and membrane bioreactors; water supply and disposal, solid handling, fluid transfer, and turbine pumps; and valves, spray nozzles, process filtration systems, and gas recovery solutions for food and beverage, fluid separation technologies, water and wastewater treatment, water wells, pressure boosting, fire suppression, flood control, agricultural irrigation, crop spray, fluid circulation and transfer, fluid delivery, ion exchange, desalination, residential and municipal wells, and wastewater solids handling applications. It offers its products under the Pentair, Aurora, Berkeley, Codeline, Fairbanks-Nijhuis, Haffmans, Hydromatic, Hypro, Jung Pumpen, Myers, Sta-Rite, Shurflo, Südmo, and X-Flow brands. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.",0.004221750647219558
NYQ,SEE,Sealed Air Corporation,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,51.8,7493284352,1178599936,-0.004,Charlotte,NC,United States,16500,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",0.004128617731640911
NMS,ZION,Zions Bancorporation N.A.,"Zions Bancorporation, National Association",Financial Services,Banks—Regional,48.4,7241511424,,0.023,Salt Lake City,UT,United States,9920,"Zions Bancorporation, National Association provides various banking and related services primarily in the states of Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington, and Wyoming. The company offers corporate banking services; commercial banking, including a focus on small- and medium-sized businesses; commercial real estate banking services; municipal and public finance services; retail banking, including residential mortgages; trust services; wealth management and private client banking services; and capital markets products and services. As of December 31, 2020, it operated 422 branches, which included 273 owned and 149 leased. The company was formerly known as ZB, National Association and changed its name to Zions Bancorporation, National Association in September 2018. Zions Bancorporation, National Association was founded in 1873 and is headquartered in Salt Lake City, Utah.",0.003989896961674334
NYQ,AIZ,"Assurant, Inc.","Assurant, Inc.",Financial Services,Insurance—Specialty,131.095,6925932544,719800000,-0.034,New York,NY,United States,15600,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through two segments: Global Lifestyle and Global Housing. The Global Lifestyle segment offers mobile device solutions, and extended service products and related services for mobile devices, consumer electronics, and appliances; vehicle protection and related services; and credit protection and other insurance products. The Global Housing segment provides lender-placed homeowners insurance, manufactured housing, and flood insurance; and renters insurance and related products, as well as voluntary manufactured housing insurance, voluntary homeowners insurance, and other specialty products. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in New York, New York.",0.003816020661444031
NYQ,MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",103.69,6587840512,1801523968,0.036,Calhoun,GA,United States,43000,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for remodeling and new constructions of residential and commercial spaces in the United States, Europe, Russia, and internationally. It operates through three segments: Global Ceramic, Flooring North America (Flooring NA), and Flooring Rest of the World (Flooring ROW). The Global Ceramic segment provides a range of ceramic tile, porcelain tile, and natural stone products; and sources, markets, and distributes other tile related products. This segment markets and distributes its products under the American Olean, Daltile, Eliane, EmilGroup, KAI, Kerama Marazzi, Marazzi, and Ragno brands. The Flooring NA segment offers floor covering product lines in a range of colors, textures, and patterns, including carpets, carpet tiles, rugs and mats, carpet pads, hardwood, laminate, medium-density fiberboards, luxury vinyl tiles (LVT), and sheet vinyl products. This segment markets and distributes its flooring products under the Aladdin Commercial, Durkan, IVC, Karastan, Mohawk, Mohawk Group, Mohawk Home, Pergo, Portico, and Quick-Step brands. The Flooring ROW segment provides wood flooring and vinyl flooring, as well as laminates, roofing elements, sheet vinyl, LVT, insulation boards, medium-density fiberboards, chipboards, and other woods products under the Feltex, Godfrey Hirst, Hycraft, IVC Commercial, IVC Home, Leoline, Moduleo, Pergo, Quick-Step, and Unilin and Xtratherm brands; and licenses its intellectual property to flooring manufacturers. Mohawk Industries, Inc. was incorporated in 1988 and is headquartered in Calhoun, Georgia.",0.0036297401611092017
NMS,XRAY,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,30.26,6503237120,818000000,-0.089,Charlotte,NC,United States,15000,"DENTSPLY SIRONA Inc. manufactures and sells various dental products and technologies for professional dental market worldwide. The company operates through two segments, Technologies & Equipment, and Consumables. The Technologies & Equipment segment provides dental equipment, such as treatment centers, imaging equipment, motorized dental handpieces, and other instruments for dental practitioners and specialists; dental CAD/CAM technologies for dental offices to support various digital dental procedures, including dental restorations; dentist-directed clear aligner solutions, SureSmile, and direct-to-consumer clear aligner solutions, as well as high frequency vibration technology device; implants; and urology catheters and other healthcare-related consumable products. The Consumables segment offers endodontic products comprising drills, filers, sealers, irrigation needles, and other tools or single-use solutions, which support root canal procedures; restorative products that include artificial teeth, dental ceramics, digital dentures, precious metal dental alloys, and crown and bridge porcelain products. It also provides small equipment products, which comprise intraoral curing light systems, dental diagnostic systems, and ultrasonic scalers and polishers, as well as dental anesthetics, prophylaxis paste, dental sealants, impression materials, teeth whiteners, and topical fluoride. The company was founded in 1877 and is headquartered in Charlotte, North Carolina.",0.003583125746393318
